sub4	tbasej4	rp131140	rp115124b	rp125126	jlap1_125	jlap1_126	cur2_125	cur2_126
					0.36093	0.576508	-0.0518653	-0.0530169
					0.349256	0.570205	-0.0531959	-0.0528055
					0.354023	0.564234	-0.0544725	-0.0530925
					0.348498	0.566462	-0.053754	-0.0521592
					0.365312	0.573323	-0.0516476	-0.0538307
					0.34814	0.58145	-0.051584	-0.0544224
					0.367412	0.590814	-0.0559182	-0.0523013
					0.356507	0.581046	-0.0524038	-0.0533066
					0.364405	0.578546	-0.0555504	-0.0519332
					0.354312	0.586077	-0.0535391	-0.0512005
					0.360618	0.585505	-0.0519834	-0.0533531
					0.362635	0.598936	-0.0545029	-0.0533371
					0.367307	0.572751	-0.0524616	-0.0538837
					0.352558	0.609251	-0.0522577	-0.0540378
					0.366212	0.596013	-0.0533456	-0.0524379
					0.363853	0.607644	-0.0530794	-0.0524978
					0.358579	0.591808	-0.0521595	-0.0534484
					0.356066	0.601288	-0.0543894	-0.0548388
					0.367686	0.601589	-0.0539157	-0.0535221
					0.352667	0.607366	-0.0542514	-0.0543247
					0.34581	0.610779	-0.0550638	-0.0533462
					0.361006	0.618718	-0.0531541	-0.0548569
					0.3569	0.601074	-0.0529257	-0.0533154
					0.370255	0.619908	-0.0534311	-0.0527701
					0.349817	0.621727	-0.0536221	-0.0541815
					0.354647	0.612343	-0.0527322	-0.0539085
					0.369528	0.628559	-0.0527286	-0.0507201
					0.354211	0.632973	-0.0508689	-0.053965
					0.374985	0.622605	-0.0514032	-0.0518227
					0.365347	0.64873	-0.0537054	-0.0523392
					0.364206	0.645161	-0.0504135	-0.0547675
					0.359759	0.642056	-0.0528256	-0.0535579
					0.349049	0.645336	-0.0537206	-0.0527645
					0.349039	0.63045	-0.0520781	-0.0520582
					0.356187	0.65433	-0.0538516	-0.0530095
					0.34783	0.652056	-0.051063	-0.053365
					0.354492	0.652998	-0.0526102	-0.0540341
					0.362066	0.656995	-0.0521989	-0.0535887
					0.368574	0.651094	-0.0541443	-0.0528144
					0.363141	0.65641	-0.0515752	-0.0531495
					0.350369	0.669921	-0.0504501	-0.0529382
					0.359994	0.660235	-0.0535791	-0.0545374
					0.356956	0.686152	-0.0545472	-0.0516732
					0.354568	0.670103	-0.0505894	-0.0547716
					0.350687	0.661643	-0.0528465	-0.0532059
					0.360797	0.665751	-0.0523618	-0.0516963
					0.362526	0.664629	-0.0510194	-0.0530019
					0.348117	0.682814	-0.0524074	-0.053844
					0.356665	0.679669	-0.0559615	-0.0521953
					0.352709	0.685394	-0.0530185	-0.0541657
					0.35698	0.689133	-0.0526248	-0.0547393
					0.372095	0.701377	-0.0510581	-0.048503
					0.355406	0.689353	-0.0510534	-0.0533516
					0.359161	0.700041	-0.0528111	-0.0520863
					0.364045	0.692963	-0.0542246	-0.050767
					0.353041	0.68927	-0.0529371	-0.0527016
					0.359258	0.694748	-0.0518465	-0.0513415
					0.356401	0.699161	-0.0530357	-0.0541156
					0.37648	0.713276	-0.053231	-0.0523866
					0.349068	0.691653	-0.0533128	-0.050093
					0.348449	0.723674	-0.0513874	-0.0530026
					0.348483	0.715564	-0.0523989	-0.0511693
					0.358621	0.724621	-0.0522052	-0.0519766
					0.346605	0.721065	-0.0521591	-0.0527744
					0.364351	0.726951	-0.0529395	-0.051863
					0.36278	0.72554	-0.0528659	-0.0533952
					0.365107	0.723767	-0.0534689	-0.0530554
					0.366401	0.725007	-0.0532046	-0.0519806
					0.358641	0.73285	-0.055461	-0.0500657
					0.367417	0.725842	-0.0527571	-0.0512006
					0.354708	0.748262	-0.0533694	-0.0513264
					0.346896	0.745826	-0.0542154	-0.0518048
					0.363842	0.756939	-0.0525367	-0.0515233
					0.345726	0.732666	-0.0516367	-0.0495244
					0.340615	0.753005	-0.0527656	-0.0512386
					0.365437	0.743809	-0.0575741	-0.0532407
					0.351855	0.761763	-0.052395	-0.0516124
					0.364945	0.767009	-0.0536679	-0.0511768
					0.361498	0.747024	-0.0539753	-0.0529014
					0.358105	0.74564	-0.052538	-0.0525408
					0.358708	0.763672	-0.0545124	-0.0539002
					0.359684	0.764262	-0.0515443	-0.0505199
					0.368429	0.755623	-0.0531588	-0.050186
					0.346351	0.766284	-0.0523037	-0.0511791
					0.369162	0.77351	-0.0527013	-0.0528595
					0.359665	0.777745	-0.055184	-0.0524294
					0.380311	0.777039	-0.0524744	-0.0513616
					0.366944	0.780694	-0.0517624	-0.051534
					0.360227	0.768769	-0.0552349	-0.0544433
					0.354011	0.773354	-0.0524184	-0.0506966
					0.360399	0.798969	-0.0527726	-0.0507817
					0.375428	0.796287	-0.0532373	-0.0536939
					0.361012	0.78288	-0.0530484	-0.0540439
					0.363664	0.790168	-0.0539389	-0.0532291
					0.364723	0.786373	-0.0550717	-0.0534932
					0.348805	0.8061	-0.0521562	-0.0539816
					0.365409	0.79372	-0.0538726	-0.0558527
					0.361008	0.789608	-0.054401	-0.0536068
					0.358072	0.786452	-0.054495	-0.0546857
					0.353309	0.788779	-0.0539528	-0.053113
					0.36447	0.796528	-0.0525382	-0.0514735
					0.373534	0.813853	-0.0547501	-0.0535159
					0.362559	0.848746	-0.0537204	-0.0534038
					0.360042	0.82671	-0.0536264	-0.0532871
					0.359089	0.829917	-0.0521539	-0.0557398
					0.362527	0.812522	-0.0529743	-0.0513107
					0.358856	0.818467	-0.0543511	-0.053513
					0.347914	0.839188	-0.0541119	-0.0540804
					0.364216	0.831666	-0.0530291	-0.0522991
					0.346058	0.83117	-0.0534265	-0.0523777
					0.360063	0.839381	-0.0544771	-0.0538745
					0.356341	0.83978	-0.051785	-0.054157
					0.365063	0.828256	-0.0517315	-0.0522823
					0.350771	0.845337	-0.0531418	-0.052852
					0.372696	0.85919	-0.054717	-0.0518909
					0.358762	0.854152	-0.0501842	-0.0540034
					0.355939	0.856844	-0.0517096	-0.0527897
					0.35179	0.86049	-0.0537137	-0.0519805
					0.354928	0.854705	-0.0534477	-0.0547357
					0.361356	0.87114	-0.0514791	-0.0535803
					0.363144	0.877184	-0.0519552	-0.0516803
					0.344678	0.880186	-0.0540966	-0.0542435
					0.360894	0.873021	-0.0529032	-0.0523024
					0.358633	0.880402	-0.0505041	-0.0524109
					0.360816	0.885158	-0.0529392	-0.0524604
					0.346693	0.885191	-0.0541842	-0.0556108
					0.358669	0.884389	-0.0530831	-0.0522793
					0.350119	0.892395	-0.0529167	-0.0538208
					0.36681	0.898732	-0.0539131	-0.053052
					0.361294	0.896317	-0.0529736	-0.05056
					0.365949	0.896905	-0.051637	-0.0512848
					0.349201	0.890562	-0.0524121	-0.0543083
					0.355907	0.907719	-0.0527423	-0.0525659
					0.351198	0.903405	-0.0512094	-0.051945
					0.36176	0.897829	-0.0512154	-0.0545603
					0.358053	0.902568	-0.051983	-0.0535243
					0.358095	0.908402	-0.0523112	-0.0533144
					0.367439	0.905399	-0.0541224	-0.0505111
					0.356715	0.913549	-0.0553406	-0.0519704
					0.358557	0.922045	-0.051444	-0.052165
					0.375766	0.936493	-0.0515157	-0.0539039
					0.355669	0.924242	-0.0530298	-0.0510409
					0.377521	0.919798	-0.052833	-0.0529225
					0.352365	0.939075	-0.0519677	-0.0525024
					0.353441	0.940972	-0.0528544	-0.0518303
					0.353055	0.927107	-0.0501487	-0.0498447
					0.353197	0.940994	-0.0522073	-0.0530074
					0.36337	0.941101	-0.0542652	-0.0510182
					0.36751	0.946349	-0.0520248	-0.0514458
					0.345179	0.952011	-0.052334	-0.0504678
					0.361758	0.956072	-0.0524735	-0.0528819
					0.363507	0.954695	-0.0530237	-0.0509629
					0.360322	0.956361	-0.0518594	-0.050368
					0.361318	0.960635	-0.0544437	-0.0517175
					0.356535	0.971011	-0.0514351	-0.0526894
					0.366723	0.9648	-0.0500112	-0.0537703
					0.36587	0.981612	-0.0540945	-0.0521462
					0.365298	0.974662	-0.0537272	-0.0520686
					0.362753	0.973878	-0.0531565	-0.0529726
					0.358129	0.969898	-0.0533691	-0.052955
					0.35914	0.970795	-0.0540712	-0.0524528
					0.365208	0.978205	-0.0529997	-0.0535231
					0.354029	0.984728	-0.0535855	-0.0503723
					0.358538	0.991123	-0.0526868	-0.0525666
					0.3561	0.975712	-0.04955	-0.0525758
					0.357356	0.98901	-0.0538971	-0.0539226
					0.353334	0.995669	-0.0539236	-0.0516606
					0.362955	0.994813	-0.0530319	-0.0513966
					0.356362	1.00501	-0.0516323	-0.052048
					0.359485	1.01099	-0.0516804	-0.0520908
					0.359867	0.982194	-0.0539219	-0.0537107
					0.361825	1.00986	-0.0536984	-0.0530093
					0.375196	1.02115	-0.0527018	-0.0529588
					0.356025	1.02242	-0.0524728	-0.0528718
					0.356784	1.02916	-0.0527984	-0.0524106
					0.354003	1.03603	-0.053363	-0.0525872
					0.360654	1.0257	-0.053785	-0.0515921
					0.36355	1.02386	-0.0529105	-0.0529938
					0.365288	1.0338	-0.0519964	-0.0523022
					0.363179	1.04058	-0.0511084	-0.0550486
					0.352813	1.03775	-0.0521399	-0.0539972
					0.35732	1.03178	-0.0534964	-0.051473
					0.351869	1.03609	-0.052075	-0.0545078
					0.37547	1.04484	-0.0542798	-0.0527074
					0.3718	1.03901	-0.0533017	-0.0528461
					0.369653	1.04448	-0.0532397	-0.0531397
					0.355945	1.04958	-0.0515082	-0.0549199
					0.352584	1.05775	-0.0542682	-0.054838
					0.353841	1.04666	-0.0547187	-0.0524969
					0.361719	1.04671	-0.0498727	-0.0530072
					0.369631	1.05151	-0.0545947	-0.052061
					0.364134	1.05925	-0.0533507	-0.0521817
					0.36835	1.07998	-0.0519724	-0.0536546
					0.374837	1.08448	-0.0509927	-0.0523881
					0.339768	1.08575	-0.053862	-0.052843
					0.368959	1.0775	-0.0511429	-0.0512074
					0.353484	1.07333	-0.0525962	-0.0529209
					0.363124	1.07574	-0.0530803	-0.053586
					0.357476	1.0772	-0.0543001	-0.0519971
					0.346016	1.07765	-0.0533187	-0.0514279
					0.351092	1.0809	-0.0534656	-0.0522364
					0.363979	1.06712	-0.0539422	-0.0517219
					0.366906	1.08124	-0.053761	-0.0519076
					0.37314	1.08298	-0.0546774	-0.0533455
					0.36813	1.11148	-0.0532007	-0.0527277
					0.361358	1.09849	-0.0528029	-0.0518086
					0.352168	1.10413	-0.0520335	-0.0531362
					0.360201	1.11855	-0.055078	-0.052844
					0.361122	1.11854	-0.0546477	-0.050799
					0.35994	1.12555	-0.0544203	-0.0526161
					0.346762	1.10663	-0.052634	-0.0518744
					0.370713	1.11717	-0.0512562	-0.0522946
					0.362994	1.12059	-0.0529008	-0.0526379
					0.349325	1.13974	-0.0538578	-0.052763
					0.345162	1.10536	-0.0526611	-0.0515434
					0.365398	1.10884	-0.0537843	-0.0498235
					0.349342	1.12621	-0.0549686	-0.0536062
					0.36372	1.12122	-0.0519611	-0.0534632
					0.363173	1.11964	-0.0509929	-0.0527803
					0.366356	1.12014	-0.0550278	-0.0536373
					0.373844	1.13934	-0.0526213	-0.0524958
					0.352776	1.13328	-0.0524933	-0.0532852
					0.345431	1.14378	-0.0519148	-0.0512448
					0.365648	1.15816	-0.0521252	-0.0538429
					0.349758	1.14571	-0.0547962	-0.0519213
					0.356602	1.15902	-0.0516711	-0.0547622
					0.371169	1.15795	-0.0517911	-0.0530773
					0.35821	1.1533	-0.0521209	-0.0521951
					0.354877	1.16556	-0.052099	-0.055153
					0.356594	1.16645	-0.0519057	-0.0536933
					0.354282	1.17848	-0.0537092	-0.0520587
					0.359393	1.18092	-0.0540956	-0.0518044
					0.369009	1.16132	-0.0524765	-0.0529977
					0.360898	1.17529	-0.0519935	-0.0519212
					0.363993	1.17696	-0.0510923	-0.0513579
					0.367994	1.18663	-0.0546005	-0.0524064
					0.367532	1.19531	-0.0533389	-0.0515513
					0.355675	1.19749	-0.0528859	-0.0523187
					0.362702	1.17952	-0.0547115	-0.0524655
					0.370257	1.20168	-0.0554248	-0.0488514
					0.345539	1.18705	-0.0561137	-0.0515561
					0.359983	1.18551	-0.0525607	-0.0527929
					0.352488	1.20368	-0.0540613	-0.0533789
					0.349119	1.1828	-0.0528108	-0.052201
					0.365066	1.20077	-0.0528188	-0.0495451
					0.354963	1.20506	-0.0522164	-0.0543721
					0.357408	1.21561	-0.0538271	-0.0527497
					0.360822	1.1934	-0.053235	-0.0521784
					0.362407	1.19856	-0.0539868	-0.0534278
					0.373837	1.20505	-0.0523553	-0.0518313
					0.37401	1.22863	-0.052429	-0.0529525
					0.364308	1.21614	-0.0521522	-0.0515218
					0.36184	1.22898	-0.052246	-0.0516183
					0.355458	1.21299	-0.0544398	-0.0535076
					0.365319	1.23321	-0.0521426	-0.0507032
					0.350641	1.23318	-0.0530361	-0.0501363
					0.363092	1.22754	-0.0537449	-0.0524943
					0.357506	1.23007	-0.0537891	-0.053899
					0.36607	1.23105	-0.0553936	-0.0536052
					0.370135	1.23921	-0.0528157	-0.0541466
					0.364937	1.22393	-0.0511607	-0.0520353
					0.369351	1.24628	-0.0521276	-0.0525529
					0.34522	1.23665	-0.0530559	-0.0543152
					0.361904	1.24771	-0.0546905	-0.0522993
					0.352562	1.24776	-0.0523722	-0.0522687
					0.356096	1.25753	-0.0535356	-0.0520001
					0.354197	1.24503	-0.0523876	-0.0509461
					0.353961	1.25313	-0.0537527	-0.0529304
					0.366566	1.24926	-0.0537841	-0.052428
					0.360571	1.25972	-0.0519475	-0.0528456
					0.354172	1.26744	-0.0536187	-0.0525114
					0.366955	1.28215	-0.0534035	-0.0528162
					0.355394	1.26084	-0.0512901	-0.052552
					0.350109	1.27283	-0.0548876	-0.0512593
					0.370683	1.28303	-0.0543183	-0.0563312
					0.368023	1.27713	-0.0527074	-0.0502434
					0.370161	1.26453	-0.0537636	-0.0526281
					0.359446	1.2729	-0.0524472	-0.050214
					0.358905	1.27753	-0.0508139	-0.0522176
					0.362804	1.28758	-0.0529765	-0.0514908
					0.359403	1.28019	-0.0546323	-0.0519111
					0.36137	1.28116	-0.0565524	-0.0534407
					0.359126	1.28278	-0.0542839	-0.0529928
					0.354083	1.28431	-0.051076	-0.0522275
					0.354228	1.30298	-0.0549918	-0.0526885
					0.368532	1.30052	-0.052218	-0.0540113
					0.359835	1.29428	-0.0545158	-0.053274
					0.365119	1.30184	-0.0543149	-0.0517963
					0.364942	1.31214	-0.0510254	-0.0520209
					0.37595	1.30106	-0.0532684	-0.053877
					0.359647	1.32589	-0.0540616	-0.0509545
					0.345209	1.30883	-0.0522465	-0.0526437
					0.355462	1.29581	-0.0519294	-0.0523951
					0.365653	1.3253	-0.0524067	-0.0507249
					0.359324	1.32914	-0.0533858	-0.0554063
					0.365479	1.33149	-0.0530789	-0.0523241
					0.359872	1.33184	-0.0547221	-0.057343
					0.363955	1.3247	-0.054137	-0.0536865
					0.364493	1.33397	-0.0551803	-0.0522569
					0.355854	1.31889	-0.0550371	-0.0534055
					0.35918	1.32835	-0.0530684	-0.0523201
					0.374526	1.32885	-0.054216	-0.0528647
					0.350466	1.32927	-0.0494987	-0.054954
					0.359272	1.33778	-0.0494038	-0.0541826
					0.361427	1.34588	-0.0523066	-0.0534039
					0.362951	1.33465	-0.0521865	-0.052789
					0.359446	1.34128	-0.0497896	-0.0510393
					0.359062	1.34106	-0.053928	-0.0533943
					0.360659	1.34158	-0.0524034	-0.0514675
					0.356284	1.32875	-0.0528154	-0.0538449
					0.36622	1.35317	-0.0534218	-0.0507949
					0.361227	1.36822	-0.053026	-0.0515645
					0.356014	1.35633	-0.0507426	-0.0506134
					0.351184	1.36086	-0.050121	-0.0527649
					0.344634	1.33875	-0.0526512	-0.0531834
					0.366417	1.35858	-0.0535069	-0.053481
					0.356898	1.36023	-0.0527225	-0.051698
					0.357293	1.37079	-0.0512291	-0.0511485
					0.358433	1.37212	-0.0501858	-0.0539157
					0.362104	1.37316	-0.0521629	-0.052061
					0.352199	1.37654	-0.0530615	-0.0536919
					0.349379	1.38044	-0.0544357	-0.0529315
					0.365507	1.36584	-0.0510917	-0.0521212
					0.362077	1.38213	-0.0531825	-0.0508475
					0.365907	1.37075	-0.052397	-0.0506031
					0.353798	1.38317	-0.0518839	-0.0530348
					0.352583	1.40531	-0.0542884	-0.0532264
					0.359277	1.38833	-0.0546096	-0.0532206
					0.359315	1.38022	-0.0533289	-0.053515
					0.360324	1.39923	-0.0527651	-0.0520619
					0.364141	1.38699	-0.0546371	-0.0518196
					0.369037	1.40239	-0.0521795	-0.0549297
					0.356723	1.40547	-0.0534535	-0.0523908
					0.363306	1.39504	-0.0513763	-0.0522275
					0.358844	1.41351	-0.0523737	-0.0532136
					0.35891	1.4025	-0.052192	-0.0524157
					0.355803	1.41352	-0.0531986	-0.0513896
					0.358263	1.43141	-0.0535001	-0.0534976
					0.347162	1.40961	-0.0550656	-0.0519493
					0.359388	1.42867	-0.0512123	-0.0517609
					0.357552	1.41648	-0.0520783	-0.0522038
					0.362715	1.40034	-0.0529443	-0.0544077
					0.36074	1.41778	-0.0538793	-0.0536225
					0.364124	1.43579	-0.051996	-0.0522954
					0.351789	1.42082	-0.0526134	-0.0537164
					0.367353	1.42586	-0.0531663	-0.052079
					0.361023	1.44415	-0.0544985	-0.0517408
					0.353454	1.44066	-0.0495429	-0.0530085
					0.351654	1.44002	-0.051658	-0.0513375
					0.374252	1.43351	-0.0540383	-0.0547633
					0.35447	1.44108	-0.0523821	-0.0519645
					0.362327	1.46462	-0.0528085	-0.0523525
					0.353944	1.45624	-0.0519718	-0.0545793
					0.356001	1.45252	-0.0542854	-0.0523999
					0.368889	1.44516	-0.0532794	-0.0520085
					0.367441	1.46232	-0.0535831	-0.0526205
					0.362794	1.45479	-0.0536738	-0.0521438
					0.354322	1.45693	-0.0532087	-0.0525753
					0.366001	1.4732	-0.0518119	-0.0536279
					0.362238	1.46977	-0.0550677	-0.0531732
					0.348485	1.47749	-0.0523954	-0.051895
					0.365677	1.46946	-0.0547644	-0.0522722
					0.367431	1.48239	-0.0529943	-0.0508365
					0.363551	1.48267	-0.0519652	-0.0508594
					0.350748	1.46279	-0.0543969	-0.0529707
					0.37136	1.47948	-0.0546495	-0.0541935
					0.363561	1.49779	-0.0543275	-0.0552494
					0.379268	1.49104	-0.0537716	-0.0536465
					0.36706	1.49675	-0.0548114	-0.0526927
					0.372036	1.5049	-0.0524842	-0.052436
					0.34631	1.5149	-0.0522941	-0.0514871
					0.355494	1.5102	-0.0512636	-0.0516342
					0.358188	1.49637	-0.0529458	-0.0499162
					0.35401	1.53233	-0.0537632	-0.0537286
					0.353952	1.52224	-0.0537979	-0.0540182
					0.361522	1.54118	-0.0531091	-0.0496222
					0.367546	1.51417	-0.0544225	-0.0538815
					0.362812	1.52963	-0.0532863	-0.0528672
					0.364468	1.53327	-0.0533417	-0.056024
					0.357341	1.54179	-0.0529008	-0.0535603
					0.363275	1.54823	-0.0523263	-0.0516007
					0.36916	1.54991	-0.0528941	-0.0541854
					0.35933	1.53561	-0.0545248	-0.0541698
					0.347177	1.54308	-0.0519894	-0.0527297
					0.357707	1.55729	-0.0508753	-0.05128
					0.367914	1.55086	-0.0526928	-0.0516936
					0.362369	1.57039	-0.0514878	-0.0531457
					0.362697	1.54956	-0.0518006	-0.0504633
					0.356643	1.56783	-0.0515269	-0.0531158
					0.350796	1.56438	-0.0544301	-0.0535032
					0.382486	1.56263	-0.0500737	-0.0534548
					0.349153	1.56953	-0.051471	-0.052849
					0.38063	1.56342	-0.053573	-0.053898
					0.349341	1.56539	-0.0551603	-0.0528477
					0.35487	1.56213	-0.0521565	-0.0550195
					0.379815	1.57166	-0.055099	-0.0530249
					0.349142	1.57069	-0.0533254	-0.0516446
					0.355511	1.5799	-0.0543211	-0.0543769
					0.367738	1.58862	-0.0523637	-0.0515552
					0.36052	1.59563	-0.0514756	-0.0539425
					0.363136	1.5667	-0.0533683	-0.0496808
					0.354973	1.5901	-0.0523309	-0.0524545
					0.353687	1.59756	-0.0535079	-0.0538291
					0.366277	1.59726	-0.053686	-0.0504902
					0.363257	1.61366	-0.0522501	-0.0526143
					0.363256	1.60732	-0.0510838	-0.0534721
					0.354582	1.60786	-0.0547318	-0.0538876
					0.35729	1.63385	-0.0525317	-0.0540733
					0.347334	1.63377	-0.051162	-0.050558
					0.362739	1.61553	-0.0546072	-0.0530299
					0.359017	1.63078	-0.0536561	-0.0533316
					0.357559	1.63702	-0.0516382	-0.0507947
					0.355564	1.63319	-0.0531711	-0.0518784
					0.364678	1.63267	-0.0529199	-0.0529839
					0.34822	1.63883	-0.0552384	-0.0535844
					0.355159	1.61944	-0.0535603	-0.0523404
					0.363534	1.6396	-0.0526855	-0.0541811
					0.361214	1.64552	-0.0533197	-0.0521341
					0.356121	1.63668	-0.0538538	-0.0521739
					0.348279	1.66484	-0.0538285	-0.05247
					0.358745	1.65284	-0.0508946	-0.0530018
					0.364978	1.68031	-0.0504319	-0.0527038
					0.363285	1.67282	-0.0523112	-0.0535994
					0.368188	1.66167	-0.051553	-0.0528593
					0.357902	1.67047	-0.0507566	-0.0530524
					0.344045	1.67126	-0.0530129	-0.0517899
					0.366102	1.66585	-0.0524822	-0.0548659
					0.354891	1.68137	-0.0535975	-0.0521222
					0.36195	1.69393	-0.052352	-0.0510903
					0.354611	1.68798	-0.0526249	-0.0537277
					0.371829	1.69299	-0.0522386	-0.052034
					0.347641	1.69577	-0.0514238	-0.0513581
					0.370946	1.69247	-0.0533355	-0.050584
					0.357614	1.69813	-0.0509551	-0.0517042
					0.367463	1.6996	-0.0519037	-0.0531269
					0.357158	1.71286	-0.0533091	-0.0528197
					0.353608	1.70123	-0.0538601	-0.0508415
					0.359045	1.69251	-0.0535428	-0.0524872
					0.354378	1.71379	-0.0524619	-0.0521152
					0.354666	1.72144	-0.0531521	-0.0527028
					0.35114	1.70914	-0.0520123	-0.0539183
					0.357137	1.74025	-0.0524302	-0.0548497
					0.364097	1.73958	-0.0552909	-0.0517932
					0.349822	1.73252	-0.0536941	-0.0539969
					0.355728	1.73115	-0.054453	-0.051236
					0.354191	1.76663	-0.0539224	-0.0513224
					0.36316	1.73912	-0.0511764	-0.0525988
					0.35863	1.74836	-0.0540126	-0.0522681
					0.365443	1.76729	-0.0508687	-0.0506946
					0.364231	1.73694	-0.0535076	-0.0536016
					0.360468	1.75164	-0.0515115	-0.0524495
					0.362823	1.76233	-0.0529041	-0.0537784
					0.350341	1.76261	-0.0559919	-0.0523785
					0.357746	1.76433	-0.0557431	-0.0518707
					0.364915	1.79004	-0.0524741	-0.0531121
					0.361389	1.7879	-0.0523477	-0.0527559
					0.357887	1.78665	-0.0554191	-0.0518054
					0.363476	1.78053	-0.0528739	-0.0519512
					0.356653	1.78971	-0.0515362	-0.0540065
					0.359556	1.78432	-0.0525673	-0.0534901
					0.36448	1.80558	-0.0528002	-0.0532253
					0.378455	1.80876	-0.0534146	-0.0531159
					0.378396	1.80262	-0.0521351	-0.0518743
					0.36226	1.81761	-0.052412	-0.0545747
					0.375399	1.81067	-0.0521136	-0.0509818
					0.353563	1.82706	-0.0534534	-0.0522728
					0.359408	1.82124	-0.0539008	-0.0507956
					0.353641	1.8111	-0.0515823	-0.0512438
					0.349369	1.82298	-0.0526434	-0.0510971
					0.35751	1.83653	-0.0542126	-0.0502657
					0.375559	1.85141	-0.0534886	-0.0512597
					0.370218	1.84027	-0.051142	-0.0532789
					0.361124	1.84164	-0.0541284	-0.0511741
					0.34922	1.82389	-0.0555702	-0.0544814
					0.362403	1.86671	-0.0523261	-0.053702
					0.349728	1.86578	-0.0515188	-0.0544695
					0.358867	1.86342	-0.0533597	-0.0519445
					0.353752	1.85703	-0.0516284	-0.0513699
					0.364299	1.8666	-0.0524615	-0.0509719
					0.362183	1.87119	-0.0539154	-0.0515495
					0.345711	1.86387	-0.0511756	-0.0509366
					0.34714	1.88369	-0.0534112	-0.0540396
					0.354596	1.89246	-0.055719	-0.0541905
					0.348749	1.88344	-0.0536127	-0.0529358
					0.342278	1.87858	-0.0531116	-0.0540652
					0.357532	1.88051	-0.0520917	-0.0519629
					0.363323	1.89596	-0.0516196	-0.0544651
					0.363479	1.89382	-0.05109	-0.0539716
					0.362349	1.90707	-0.0535125	-0.0524931
					0.356343	1.90497	-0.0541952	-0.0551381
					0.355605	1.90879	-0.0517404	-0.0540497
					0.346577	1.90999	-0.0528805	-0.0539049
					0.357769	1.93264	-0.0535873	-0.0530359
					0.365068	1.92004	-0.0551063	-0.0536926
					0.370556	1.93846	-0.0525411	-0.0533639
					0.367645	1.91871	-0.0553213	-0.0523233
					0.353704	1.94613	-0.0522949	-0.0529493
					0.345251	1.93174	-0.052911	-0.0520561
					0.357401	1.95088	-0.0521211	-0.0514245
					0.368528	1.97531	-0.0530159	-0.0548206
					0.350416	1.96984	-0.0514163	-0.0528748
					0.36746	1.95713	-0.0527636	-0.052831
					0.369647	1.96058	-0.0528915	-0.05099
					0.358161	1.96239	-0.0515209	-0.0520473
					0.363092	1.94846	-0.0537443	-0.0504684
					0.360915	1.96967	-0.0531622	-0.0528514
					0.363941	1.95987	-0.0538293	-0.05301
					0.349685	1.97498	-0.0510755	-0.0521771
					0.357438	1.98958	-0.0539944	-0.0532061
					0.361071	1.9961	-0.0524651	-0.0523374
					0.368658	1.97785	-0.0521244	-0.053313
					0.344818	1.99067	-0.0529589	-0.0541676
					0.366253	1.99326	-0.0507386	-0.0527862
					0.35782	2.00023	-0.0526184	-0.0518749
					0.369073	2.01554	-0.0505236	-0.0535641
					0.362235	2.00697	-0.0531249	-0.0535186
					0.359361	2.02462	-0.0536919	-0.0538724
					0.357508	2.01043	-0.0514712	-0.053437
					0.363047	2.02087	-0.0538438	-0.0519908
					0.350212	2.00549	-0.0518189	-0.0527934
					0.344927	2.02746	-0.0534291	-0.0506592
					0.357196	2.02427	-0.0538558	-0.0529491
					0.359386	2.02363	-0.0526665	-0.0526139
					0.354756	2.04027	-0.0528437	-0.0538889
					0.345869	2.04967	-0.0535617	-0.0507652
					0.35893	2.04088	-0.0515311	-0.0530766
					0.36184	2.04297	-0.0527423	-0.0541903
					0.371643	2.03956	-0.0520247	-0.0506038
					0.365987	2.0472	-0.0528343	-0.0533575
					0.358747	2.04299	-0.0521547	-0.052751
					0.35605	2.06485	-0.0516577	-0.0541934
					0.359521	2.07216	-0.0508499	-0.0544458
					0.355332	2.07762	-0.0527935	-0.0519277
					0.352462	2.07939	-0.0542501	-0.0511912
					0.360343	2.07085	-0.0533978	-0.0517831
					0.362001	2.07361	-0.0549347	-0.0526998
					0.338338	2.08753	-0.0536624	-0.0515045
					0.360603	2.10487	-0.0527351	-0.0519358
					0.362325	2.09273	-0.0532877	-0.0526154
					0.355536	2.08157	-0.0527184	-0.0552562
					0.350838	2.1188	-0.0527813	-0.0524446
					0.361484	2.10292	-0.0542691	-0.0509768
					0.362606	2.11426	-0.0511869	-0.0530875
					0.362821	2.11299	-0.0526375	-0.0527303
					0.36527	2.12133	-0.0524595	-0.0519214
					0.356649	2.13442	-0.0525155	-0.051749
					0.354951	2.12231	-0.0526461	-0.052272
					0.350857	2.13166	-0.0524635	-0.0525259
					0.358006	2.12623	-0.0506494	-0.050672
					0.379109	2.14427	-0.0525631	-0.05298
					0.354564	2.15271	-0.0526354	-0.0519225
					0.359091	2.14037	-0.0491685	-0.052491
					0.345019	2.14004	-0.052486	-0.0534257
					0.35642	2.13595	-0.0542305	-0.0513023
					0.358229	2.15514	-0.0548914	-0.0522859
					0.356422	2.15366	-0.0545004	-0.0521565
					0.361526	2.16869	-0.0531682	-0.0530338
					0.364418	2.15622	-0.0523678	-0.0516851
					0.353751	2.15988	-0.054096	-0.0519242
					0.352292	2.17287	-0.0526821	-0.0531403
					0.363039	2.17249	-0.0539136	-0.0507575
					0.363944	2.18505	-0.0527495	-0.0511237
